Key,Status,Before,After,English,InCurrentEnglish,DefinedByPatch,PatchText,PreviousFile,CurrentFile
setting_cradle_egg_hatch_likelihood_always,added,,Всегда,Always,True,True,Всегда,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_always_ai,added,,Всегда,Always,True,True,Всегда,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_always_ai_desc,added,,Яйца в колыбелях персонажей ИИ никогда не станут бесплодными.,Eggs cradled by the AI will never become duds.,True,True,Яйца в колыбелях ИИ никогда не станут бесплодными.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_always_desc,added,,Яйца в колыбелях игроков и членов их семей никогда не станут бесплодными.,Eggs cradled by players and their families will never become duds.,True,True,Яйца в колыбелях игроков и их семей никогда не станут бесплодными.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_common_ai,added,,Часто,Common,True,True,Часто,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_common_ai_desc,added,,Яйца в колыбелях персонажей ИИ получат высокий шанс успешно вылупиться.,Eggs cradled by the AI have a high chance to successfully hatch.,True,True,Высокий шанс вылупления яиц в колыбелях ИИ.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_common_desc,changed,Яйца в колыбелях и драконьих ямах имеют высокий шанс успешно дать дракона.,Яйца в колыбелях игроков и членов их семей получат высокий шанс успешно вылупиться.,Eggs cradled by players and their families have a high chance to successfully hatch.,True,True,Яйца в колыбелях и драконьих ямах имеют высокий шанс успешно дать дракона.,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_default_ai,added,,По умолчанию,Default,True,True,По умолчанию,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_default_ai_desc,added,,Яйца в колыбелях персонажей ИИ будут использовать стандартную вероятность вылупления.,Eggs cradled by the AI will use the vanilla odds to determine if they will hatch.,True,True,Стандартная вероятность вылупления яиц в колыбелях ИИ.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_default_desc,changed,Яйца в колыбелях и драконьих ямах используют стандартные шансы.,Яйца в колыбелях игроков и членов их семей будут использовать стандартную вероятность вылупления.,Eggs cradled by players and their families will use the vanilla odds to determine if they will hatch.,True,True,Яйца в колыбелях и драконьих ямах используют стандартные шансы.,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_less_likely_ai,added,,Менее вероятно,Less Likely,True,True,Менее вероятно,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_less_likely_ai_desc,added,,Яйца в колыбелях персонажей ИИ будут вылупляться реже обычного.,Eggs cradled by the AI will hatch less often than normal.,True,True,Яйца в колыбелях ИИ вылупляются реже обычного.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_less_likely_desc,changed,Яйца в колыбелях и драконьих ямах дают драконов реже обычного.,Яйца в колыбелях игроков и членов их семей будут вылупляться реже обычного.,Eggs cradled by players and their families will hatch less often than normal.,True,True,Яйца в колыбелях и драконьих ямах дают драконов реже обычного.,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_more_likely_ai,added,,Более вероятно,More Likely,True,True,Более вероятно,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_more_likely_ai_desc,added,,Яйца в колыбелях персонажей ИИ будут вылупляться чаще обычного.,Eggs cradled by the AI are more likely to hatch than normal.,True,True,Яйца в колыбелях ИИ вылупляются чаще обычного.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_more_likely_desc,changed,Яйца в колыбелях и драконьих ямах дают драконов чаще обычного.,Яйца в колыбелях игроков и членов их семей будут вылупляться чаще обычного.,Eggs cradled by players and their families are more likely to hatch than normal.,True,True,Яйца в колыбелях и драконьих ямах дают драконов чаще обычного.,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_never,added,,Никогда,Never,True,True,Никогда,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_never_ai,added,,Никогда,Never,True,True,Никогда,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_never_ai_desc,added,,Яйца в колыбелях персонажей ИИ никогда не вылупятся.,Eggs cradled by the AI will never hatch.,True,True,Яйца в колыбелях ИИ никогда не вылупляются.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_never_desc,added,,Яйца в колыбелях игроков и членов их семей никогда не вылупятся.,Eggs cradled by players and their families will never hatch.,True,True,Яйца в колыбелях игроков и их семей никогда не вылупляются.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_rare_ai,added,,Редко,Rare,True,True,Редко,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_rare_ai_desc,added,,Яйца в колыбелях персонажей ИИ будут вылупляться крайне редко.,Eggs cradled by the AI will rarely ever hatch.,True,True,Яйца в колыбелях ИИ редко вылупляются.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_rare_desc,changed,Яйца в колыбелях и драконьих ямах почти никогда не дают драконов.,Яйца в колыбелях игроков и членов их семей будут вылупляться крайне редко.,Eggs cradled by players and their families will rarely ever hatch.,True,True,Яйца в колыбелях и драконьих ямах почти никогда не дают драконов.,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_wont_cradle_ai,added,,Не кладёт в колыбель,Won't Cradle,True,True,Не использует колыбели,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_cradle_egg_hatch_likelihood_wont_cradle_ai_desc,added,,ИИ не будет класть драконьи яйца в колыбели.,The AI won't cradle dragon eggs.,True,True,ИИ не будет класть драконьи яйца в колыбели.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_dragon_hatching_25_percent,added,,Шанс 25%,25% Chance,True,True,Вероятность 25%,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_dragon_hatching_25_percent_desc,added,,Для яйца со средней вероятностью вылупления шанс составляет около 25%. У яиц с более высокой или низкой вероятностью он соответственно повышается или снижается.,An egg of medium hatching likelihood has about a 25% chance of hatching. Eggs more or less likely to hatch scale up or down from there.,True,True,Яйцо со средней вероятностью вылупления имеет около 25% шанса дать дракона. Для яиц с большей или меньшей вероятностью этот шанс соответственно повышается или понижается.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_dragon_hatching_50_percent,added,,Шанс 50%,50% Chance,True,True,Вероятность 50%,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_dragon_hatching_50_percent_desc,added,,Для яйца со средней вероятностью вылупления шанс составляет около 50%. У яиц с более высокой или низкой вероятностью он соответственно повышается или снижается.,An egg of medium hatching likelihood has about a 50% chance of hatching. Eggs more or less likely to hatch scale up or down from there.,True,True,Яйцо со средней вероятностью вылупления имеет около 50% шанса дать дракона. Для яиц с большей или меньшей вероятностью этот шанс соответственно повышается или понижается.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_dragon_hatching_5_percent,added,,Шанс 5%,5% Chance,True,True,Вероятность 5%,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_dragon_hatching_5_percent_desc,added,,Для яйца со средней вероятностью вылупления шанс составляет около 5%. У яиц с более высокой или низкой вероятностью он соответственно повышается или снижается.,An egg of medium hatching likelihood has about a 5% chance of hatching. Eggs more or less likely to hatch scale up or down from there.,True,True,Яйцо со средней вероятностью вылупления имеет около 5% шанса дать дракона. Для яиц с большей или меньшей вероятностью этот шанс соответственно повышается или понижается.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_dragon_hatching_75_percent,added,,Шанс 75%,75% Chance,True,True,Вероятность 75%,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_dragon_hatching_75_percent_desc,added,,Для яйца со средней вероятностью вылупления шанс составляет около 75%. У яиц с более высокой или низкой вероятностью он соответственно повышается или снижается.,An egg of medium hatching likelihood has about a 75% chance of hatching. Eggs more or less likely to hatch scale up or down from there.,True,True,Яйцо со средней вероятностью вылупления имеет около 75% шанса дать дракона. Для яиц с большей или меньшей вероятностью этот шанс соответственно повышается или понижается.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_dragon_hatching_95_percent,added,,Шанс 95%,95% Chance,True,True,Вероятность 95%,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_dragon_hatching_95_percent_desc,added,,Для яйца со средней вероятностью вылупления шанс составляет около 95%. У яиц с более высокой или низкой вероятностью он соответственно повышается или снижается.,An egg of medium hatching likelihood has about a 95% chance of hatching. Eggs more or less likely to hatch scale up or down from there.,True,True,Яйцо со средней вероятностью вылупления имеет около 95% шанса дать дракона. Для яиц с большей или меньшей вероятностью этот шанс соответственно повышается или понижается.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_dragon_hatching_very_likely,removed,Очень вероятно,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_dragon_hatching_very_likely_desc,removed,"Около 50% шанса, что церемония выведения дракона завершится успехом.",,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_enable_delete_dud_eggs_decision_no,removed,Отключено,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_enable_delete_dud_eggs_decision_no_desc,removed,Удаление порченых яиц будет невозможно.,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_enable_delete_dud_eggs_decision_yes,removed,Включено,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_enable_delete_dud_eggs_decision_yes_desc,removed,Позволяет удалять все порченые яйца. Доступно только игроку. В мультиплеере лучше отключить.,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_extremely_unlikely_spawn,removed,Крайне редко,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_extremely_unlikely_spawn_desc,removed,"~1/1200 шанс для любого персонажа (включая ИИ, если он не отключён) получить драконьи яйца через локации или решения.",,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_fairly_likely_spawn,removed,Довольно часто,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_fairly_likely_spawn_desc,removed,"~1/50 шанс для любого персонажа (включая ИИ, если он не отключён) получить драконьи яйца через локации или решения.",,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_mde_buttons_all,added,,Все,All,True,True,Все,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_mde_buttons_all_desc,added,,"Изначально показаны все кнопки MDE: драконьи ямы, драконы, яйца, Королевская гвардия, валирийская сталь и меню MDE.","Every MDE button starts shown: Dragonpits, Dragons, Eggs, Kingsguard, Valyrian Steel and the MDE menu.",True,True,"Показаны все кнопки MDE: драконьи логова, драконы, яйца, Королевская гвардия, валирийская сталь и меню MDE.",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_mde_buttons_off,added,,Выключено,Off,True,True,Выключено,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_mde_buttons_off_desc,added,,"Все кнопки MDE изначально скрыты. Их можно включить в меню MDE, которое открывается из меню паузы.","All MDE buttons start hidden. They can be switched on from the MDE menu, opened from the pause menu.",True,True,"Все кнопки MDE скрыты. Их можно включить в меню MDE, которое открывается из меню паузы.",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_mde_buttons_standard,added,,Стандарт,Standard,True,True,Стандарт,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_mde_buttons_standard_desc,added,,"Кнопки драконьих ям, драконов, яиц и меню MDE изначально показаны. Королевскую гвардию и валирийскую сталь можно включить в меню MDE.","The Dragonpit, Dragon, Egg and MDE menu buttons start shown. Kingsguard and Valyrian Steel can be switched on from the MDE menu.",True,True,"Кнопки драконьих логов, драконов, яиц и меню MDE показаны. Королевскую гвардию и валирийскую сталь можно включить в меню MDE.",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_mde_egg_notifications_off,added,,Выкл.,Off,True,True,Выкл.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_mde_egg_notifications_off_desc,added,,"Игроки не получают уведомлений, когда драконье яйцо отложено или найдено.",Players are not notified when a dragon egg is laid or found.,True,True,"Игроки не получают уведомлений, когда кто-то другой получает новое драконье яйцо.",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_mde_egg_notifications_on,added,,Вкл.,On,True,True,Вкл.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_mde_egg_notifications_on_desc,added,,"Игроки получают уведомления, когда драконье яйцо отложено или найдено.",Players are notified when a dragon egg is laid or found.,True,True,"Игроки получают уведомление, когда кто-то другой получает драконье яйцо: кладка, находка или иной способ.",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_no_spawns,changed,Без появления,Без появления для игроков,Player No Spawns,True,True,Без появления,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_no_spawns_ai,added,,Без появления для ИИ,AI No Spawns,True,True,Без находок — ИИ,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_no_spawns_ai_desc,added,,"Персонажи ИИ не смогут получить драконьи яйца на карте: ни в местах, связанных с драконьими знаниями, ни в Винтерфелле, ни через решения вроде «Дня на Драконьем Камне», бегства в Летний замок или восстановления Летнего замка.","No dragon eggs can be picked up on the map by any AI, either from any of the dragonlore locations, Winterfell, or by decisions such as A Day On Dragonstone or Escape to Summerhall/Rebuild Summerhall.",True,True,"Персонажи ИИ не смогут находить драконьи яйца на карте: ни в местах изучения драконов, ни в Винтерфелле, ни с помощью решений вроде «День на Драконьем Камне», «Уединиться в Летнем замке» или «Восстановить Летний замок».",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_no_spawns_desc,changed,"Драконьи яйца нельзя будет найти на карте: ни в местах, связанных с драконами, ни в Винтерфелле, ни через решения вроде «Дня на Драконьем Камне», бегства в Летний замок или восстановления Летнего замка.","Игроки не смогут получить драконьи яйца на карте: ни в местах, связанных с драконьими знаниями, ни в Винтерфелле, ни через решения вроде «Дня на Драконьем Камне», бегства в Летний замок или восстановления Летнего замка.","No dragon eggs can be picked up on the map by any player, either from any of the dragonlore locations, Winterfell, or by decisions such as A Day On Dragonstone or Escape to Summerhall/Rebuild Summerhall.",True,True,"Драконьи яйца нельзя будет найти на карте: ни в местах, связанных с драконами, ни в Винтерфелле, ни через решения вроде «Дня на Драконьем Камне», бегства в Летний замок или восстановления Летнего замка.",localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_normal_unlikely_spawn,removed,Редко,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_normal_unlikely_spawn_desc,removed,"~1/300 шанс для любого персонажа (включая ИИ, если он не отключён) получить драконьи яйца через локации или решения. Это стандартный шанс AGOT.",,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_pit_egg_hatch_likelihood_always,added,,Всегда,Always,True,True,Всегда,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_always_ai,added,,Всегда,Always,True,True,Всегда,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_always_ai_desc,added,,Яйца в драконьих ямах персонажей ИИ никогда не станут бесплодными.,Eggs placed in an AI's dragonpit will never become duds.,True,True,Яйца в драконьем логове ИИ никогда не станут бесплодными.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_always_desc,added,,Яйца в драконьих ямах игроков никогда не станут бесплодными.,Eggs placed in a player's dragonpit will never become duds.,True,True,Яйца в драконьем логове игрока никогда не станут бесплодными.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_common,added,,Часто,Common,True,True,Часто,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_common_ai,added,,Часто,Common,True,True,Часто,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_common_ai_desc,added,,Яйца в драконьих ямах персонажей ИИ получат высокий шанс успешно вылупиться.,Eggs placed in an AI's dragonpit have a high chance to successfully hatch.,True,True,Высокий шанс вылупления яиц в драконьем логове ИИ.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_common_desc,added,,Яйца в драконьих ямах игроков получат высокий шанс успешно вылупиться.,Eggs placed in a player's dragonpit have a high chance to successfully hatch.,True,True,Высокий шанс вылупления яиц в драконьем логове игрока.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_default,added,,По умолчанию,Default,True,True,По умолчанию,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_default_ai,added,,По умолчанию,Default,True,True,По умолчанию,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_default_ai_desc,added,,Яйца в драконьих ямах персонажей ИИ будут использовать стандартную вероятность вылупления.,Eggs placed in an AI's dragonpit will use the vanilla odds to determine if they will hatch.,True,True,Стандартная вероятность вылупления яиц в драконьем логове ИИ.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_default_desc,added,,Яйца в драконьих ямах игроков будут использовать стандартную вероятность вылупления.,Eggs placed in a player's dragonpit will use the vanilla odds to determine if they will hatch.,True,True,Стандартная вероятность вылупления яиц в драконьем логове игрока.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_less_likely,added,,Менее вероятно,Less Likely,True,True,Менее вероятно,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_less_likely_ai,added,,Менее вероятно,Less Likely,True,True,Менее вероятно,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_less_likely_ai_desc,added,,Яйца в драконьих ямах персонажей ИИ будут вылупляться реже обычного.,Eggs placed in an AI's dragonpit will hatch less often than normal.,True,True,Яйца в драконьем логове ИИ вылупляются реже обычного.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_less_likely_desc,added,,Яйца в драконьих ямах игроков будут вылупляться реже обычного.,Eggs placed in a player's dragonpit will hatch less often than normal.,True,True,Яйца в драконьем логове игрока вылупляются реже обычного.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_more_likely,added,,Более вероятно,More Likely,True,True,Более вероятно,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_more_likely_ai,added,,Более вероятно,More Likely,True,True,Более вероятно,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_more_likely_ai_desc,added,,Яйца в драконьих ямах персонажей ИИ будут вылупляться чаще обычного.,Eggs placed in an AI's dragonpit are more likely to hatch than normal.,True,True,Яйца в драконьем логове ИИ вылупляются чаще обычного.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_more_likely_desc,added,,Яйца в драконьих ямах игроков будут вылупляться чаще обычного.,Eggs placed in a player's dragonpit are more likely to hatch than normal.,True,True,Яйца в драконьем логове игрока вылупляются чаще обычного.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_never,added,,Никогда,Never,True,True,Никогда,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_never_ai,added,,Никогда,Never,True,True,Никогда,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_never_ai_desc,added,,Яйца в драконьих ямах персонажей ИИ никогда не вылупятся.,Eggs placed in an AI's dragonpit will never hatch.,True,True,Яйца в драконьем логове ИИ никогда не вылупляются.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_never_desc,added,,Яйца в драконьих ямах игроков никогда не вылупятся.,Eggs placed in a player's dragonpit will never hatch.,True,True,Яйца в драконьем логове игрока никогда не вылупляются.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_rare,added,,Редко,Rare,True,True,Редко,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_rare_ai,added,,Редко,Rare,True,True,Редко,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_rare_ai_desc,added,,Яйца в драконьих ямах персонажей ИИ будут вылупляться крайне редко.,Eggs placed in an AI's dragonpit will rarely ever hatch.,True,True,Яйца в драконьем логове ИИ редко вылупляются.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_rare_desc,added,,Яйца в драконьих ямах игроков будут вылупляться крайне редко.,Eggs placed in a player's dragonpit will rarely ever hatch.,True,True,Яйца в драконьем логове игрока редко вылупляются.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_wont_pit_ai,added,,Не помещает в яму,Won't Pit,True,True,Не использует логово,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_pit_egg_hatch_likelihood_wont_pit_ai_desc,added,,ИИ не будет помещать драконьи яйца в драконьи ямы.,The AI won't place dragon eggs in dragonpits.,True,True,ИИ не будет помещать драконьи яйца в драконье логово.,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_realm_affairs_extended_buttons,removed,Только кнопки,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_realm_affairs_extended_buttons_desc,removed,"Кнопки для просмотра драконьих ям, драконов и яиц появятся, когда соответствующие объекты будут доступны.",,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_realm_affairs_extended_decisions,removed,Только решения,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_realm_affairs_extended_decisions_and_buttons,removed,Решения и кнопки,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_realm_affairs_extended_decisions_and_buttons_desc,removed,"Кнопки и решения для просмотра драконьих ям, драконов и яиц появятся, когда соответствующие объекты будут доступны.",,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_realm_affairs_extended_decisions_desc,removed,"Решения для просмотра драконьих ям, драконов и яиц появятся, когда соответствующие объекты будут доступны.",,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_realm_affairs_extended_off,removed,Выключено,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_realm_affairs_extended_off_desc,removed,Дополнительный интерфейс будет отключён.,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_spawn_dragonstone_eggs_disabled_ai_blocked,added,,Отключено для ИИ,Disabled for AI,True,True,Отключено для ИИ,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_spawn_dragonstone_eggs_disabled_ai_blocked_desc,added,,"Событие о драконьих знаниях на Драконьем Камне будет недоступно ИИ, чтобы не допустить избытка яиц. Событие «День на Драконьем Камне» и вдохновения авантюристов, направленные на Драконий Камень, останутся без изменений.",The Dragonlore event in Dragonstone is blocked for AI to prevent egg overabundance. A Day On Dragonstone and Adventurer Inspirations to Dragonstone will remain unchanged.,True,True,"Событие изучения драконов на Драконьем Камне недоступно ИИ, чтобы избежать переизбытка яиц. Событие «День на Драконьем Камне» и вдохновения авантюристов, связанные с Драконьим Камнем, остаются без изменений.",,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_spawn_dragonstone_eggs_disabled_desc,changed,"Событие о драконьих знаниях на Драконьем Камне останется, но обычное посещение больше не будет создавать драконье яйцо. Событие «День на Драконьем Камне» и вдохновения авантюристов на Драконьем Камне останутся без изменений.","Событие о драконьих знаниях на Драконьем Камне останется, но при обычном посещении драконье яйцо больше не появится. Событие «День на Драконьем Камне» и вдохновения авантюристов, направленные на Драконий Камень, останутся без изменений.","The Dragonlore event in Dragonstone will remain but it will never spawn a dragon egg by visiting, A Day On Dragonstone and Adventurer Inspirations to Dragonstone will remain unchanged.",True,True,"Событие о драконьих знаниях на Драконьем Камне останется, но обычное посещение больше не будет создавать драконье яйцо. Событие «День на Драконьем Камне» и вдохновения авантюристов на Драконьем Камне останутся без изменений.",localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_spawn_pythax_egg_enabled_desc,changed,Яйцо потомка Питакса можно найти во время путешествия в южный Эссос.,Яйцо потомка Пифакса можно найти во время путешествия в южный Эссос.,Pythax descended dragon egg can be picked up by travelers going to southern Essos.,True,True,Яйцо потомка Питакса можно найти во время путешествия в южный Эссос.,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,localization/russian/more_dragon_eggs_gamerules_l_russian.yml
setting_very_likely_spawn,removed,Очень часто,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_very_likely_spawn_desc,removed,"~75% шанс для любого персонажа (включая ИИ, если он не отключён) получить драконьи яйца через локации или решения. Яйца будут быстро разобраны; если ИИ может их получать, рекомендуется отключить яйца Драконьего Камня.",,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_very_unlikely_spawn,removed,Очень редко,,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
setting_very_unlikely_spawn_desc,removed,"~1/600 шанс для любого персонажа (включая ИИ, если он не отключён) получить драконьи яйца через локации или решения.",,,False,False,,localization/russian/more_dragon_eggs_gamerules_l_russian.yml,
sheepstealer_desc,added,,Овцекрад,Sheepstealer,True,True,Овцекрад,,localization/russian/mde_artifacts_l_russian.yml
show_dragon_portrait_decision_confirm,removed,Показать портрет,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
show_dragon_portrait_decision_desc,removed,"Показывает портрет вашего дракона в левом нижнем углу экрана. Примечание: портреты не появляются, пока размер дракона меньше 3; если вы их не видите, причина может быть в этом.",,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
show_dragonpits_decision,removed,Управление драконьими ямами,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
show_dragonpits_decision_confirm,removed,Управлять,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
show_dragonpits_decision_desc,removed,Открывает меню всех действующих драконьих ям и дополнительных действий.,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
show_dragons_decision,removed,Управление драконами,,,False,False,,localization/russian/more_dragon_eggs_decisions_l_russian.yml,
