key,file,line,english,builtin,fallback
fab_children.1311.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,132,"I forced too much, too soon. Forgive me, sweet girl.",[],[]
fab_children.1400.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,134,A Bride for White Harbor,[],[]
fab_children.1400.desc.holder,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,135,"Alysanne proposes [white_harbor_lord.GetTitledFirstName] for [viserra.GetFirstName]. The lord of White Harbor is older than our daughter and has been married before, but he is canny, courteous, and master of the greatest port in the North. Viserra hears only age and distance. If her mother admires the man so greatly, she says, her mother is welcome to marry him herself. Beneath the insult sits another ambition. Viserra has been watching the Iron Throne for years, and an unwed brother would keep her close to it.",[],[]
fab_children.1400.desc.fallback,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,136,"Alysanne's White Harbor match for [viserra.GetFirstName] has come to nothing. The lord she chose is dead, or else pledged elsewhere. Viserra takes the failure for a victory and turns her eyes back toward the Iron Throne. If a brother of hers is still unwed, the old customs of our blood offer one road. Otherwise her hand stays unpromised until I find something better.",[],[]
fab_children.1400.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,137,Approve the match with White Harbor.,[],[]
fab_children.1400.aegon,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,138,I betroth Viserra to Aegon.,[],[]
fab_children.1400.aemon,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,139,I betroth Viserra to Aemon.,[],[]
fab_children.1400.baelon,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,140,I betroth Viserra to Baelon.,[],[]
fab_children.1400.vaegon,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,141,I betroth Viserra to Vaegon.,[],[]
fab_children.1400.gaemon,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,142,I betroth Viserra to Gaemon.,[],[]
fab_children.1400.valerion,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,143,I betroth Viserra to Valerion.,[],[]
fab_children.1400.b,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,144,Find Viserra a better match than White Harbor.,[],[]
fab_children.1400.b.tt,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,145,No royal betrothal is made. Viserra remains free to receive another proposal.,[],[]
fab_children.1401.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,147,One Last Night,[],[]
fab_children.1401.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,148,"On the eve of her departure [viserra.GetFirstName] begs one last night among the friends of her girlhood, and I allow it. The rest I have from the gold cloaks and from companions too frightened to lie well: inn after inn, wine and laughter and all the freedom she was certain White Harbor would take from her, then a race home through the dark in the hour of the owl. A mare came down in the Street of Flour. They carry her to me before dawn with her neck broken, and she cannot hear a word I say.",[],[]
fab_children.1401.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,149,My daughter... no.,[],[]
fab_children.1403.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,151,Carried Home,[],[]
fab_children.1403.desc.kingsguard,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,152,"The hammering on the door comes in the hour of the wolf, and it is [bedchamber_witness.GetFirstName] of the Kingsguard who brings her, white cloak spoiled to the elbow and my daughter senseless in his arms. [alysanne.GetFirstName] is out of the bed before I am.\n\n[bedchamber_witness.GetFirstName] tells it to me as the companions told it to him, and no two of them told it alike: inn after inn, a race home through the dark, a mare down in the Street of Flour. By every reckoning [viserra.GetFirstName] should have gone into the stones head-first. She did not. Whether her hands remembered what the wine had drowned, or the Mother was minding a girl who had not thought to ask her, I will never be told plainly. Two ribs are broken and there is wine still sour on her.\n\nWhen the maester has gone she opens her eyes, sees the pair of us standing over her, and has the gall to smile.",[],[]
fab_children.1403.desc.kingsguard_alone,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,153,"The hammering on the door comes in the hour of the wolf, and it is [bedchamber_witness.GetFirstName] of the Kingsguard who brings her, white cloak spoiled to the elbow and my daughter senseless in his arms.\n\n[bedchamber_witness.GetFirstName] tells it to me as the companions told it to him, and no two of them told it alike: inn after inn, a race home through the dark, a mare down in the Street of Flour. By every reckoning [viserra.GetFirstName] should have gone into the stones head-first. She did not. Whether her hands remembered what the wine had drowned, or the Mother was minding a girl who had not thought to ask her, I will never be told plainly. Two ribs are broken and there is wine still sour on her.\n\nWhen the maester has gone she opens her eyes, sees me standing over her alone, and has the gall to smile.",[],[]
fab_children.1403.desc.captain,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,154,"The hammering on the door comes in the hour of the wolf, and it is [bedchamber_witness.GetFirstName] who brings her, mail still on him and my daughter senseless in his arms. [alysanne.GetFirstName] is out of the bed before I am.\n\n[bedchamber_witness.GetFirstName] tells it to me as the companions told it to him, and no two of them told it alike: inn after inn, a race home through the dark, a mare down in the Street of Flour. By every reckoning [viserra.GetFirstName] should have gone into the stones head-first. She did not. Whether her hands remembered what the wine had drowned, or the Mother was minding a girl who had not thought to ask her, I will never be told plainly. Two ribs are broken and there is wine still sour on her.\n\nWhen the maester has gone she opens her eyes, sees the pair of us standing over her, and has the gall to smile.",[],[]
fab_children.1403.desc.captain_alone,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,155,"The hammering on the door comes in the hour of the wolf, and it is [bedchamber_witness.GetFirstName] who brings her, mail still on him and my daughter senseless in his arms.\n\n[bedchamber_witness.GetFirstName] tells it to me as the companions told it to him, and no two of them told it alike: inn after inn, a race home through the dark, a mare down in the Street of Flour. By every reckoning [viserra.GetFirstName] should have gone into the stones head-first. She did not. Whether her hands remembered what the wine had drowned, or the Mother was minding a girl who had not thought to ask her, I will never be told plainly. Two ribs are broken and there is wine still sour on her.\n\nWhen the maester has gone she opens her eyes, sees me standing over her alone, and has the gall to smile.",[],[]
fab_children.1403.desc.fallback,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,156,"They carry [viserra.GetFirstName] up to our chamber in the hour of the wolf, senseless, with wine still sour on her and two ribs broken.\n\nWhat I have of it comes secondhand and drunk: inn after inn, a race home through the dark, a mare down in the Street of Flour. By every reckoning she should have gone into the stones head-first. She did not. Whether her hands remembered what the wine had drowned, or the Mother was minding a girl who had not thought to ask her, no one can tell me.\n\nWhen the maester has gone she opens her eyes, sees me standing over her, and has the gall to smile.",[],[]
fab_children.1403.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,157,You will hear me before you sleep. White Harbor waits on a maester now.,[],[]
fab_children.1403.b,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,158,The Seven kept you when I could not. I will not spend that gift shouting.,[],[]
fab_children.1490.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,160,The Princess's Companions,[],[]
fab_children.1490.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,161,"[saera.GetFirstName] has gathered five young courtiers around her. [braxton.GetFirstName] Beesbury, whom the court already calls the Stinger for his tongue, is handsome, proud, and dangerously pleased with himself. [jonah.GetFirstName] Mooton and red-haired [roy.GetFirstName] Connington are heirs with more courage than caution. [alys_turnberry.GetFirstName] Turnberry and [perianne.GetFirstName] Moore match my daughter in age, in beauty, and in appetite for mischief. They feast and hawk and hunt and sail as one company. I see harmless youth in their laughter, and also the beginning of a court inside my court.",[],[]
fab_children.1490.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,162,"Under my roof, where I can see them. Better that than Flea Bottom.",[],[]
fab_children.1490.b,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,163,This is not proper company for a princess.,[],[]
fab_children.1500.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,165,Tom Turnip at the Blue Pearl,[],[]
fab_children.1500.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,166,"The fool Tom Turnip is found at a pleasure house called the Blue Pearl, so drunk he can scarcely stand. [braxton.GetFirstName], [jonah.GetFirstName], and [roy.GetFirstName] are there beside him, laughing at whatever humiliation carried a royal fool into such a place. The servants say this is no single night's folly. For more than a year Saera's companions have been trading rooms and gifts and secrets beneath my own roof. I have let the rumors pass because I wanted them to be nothing. They are not nothing.",[],[]
fab_children.1500.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,167,Confine the men. Alysanne and I will learn the truth.,[],[]
fab_children.1501.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,169,Three Girls Questioned,[],[]
fab_children.1501.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,170,"Alysanne questions the girls apart. Perianne Moore weeps. Alys Turnberry confesses that she is with child and cannot say with any certainty which of the young men fathered it. The stories differ in small details and agree in every important one. Saera was not led astray by one seducer. She chose the game, she kept it going, and she made her friends players in it. My queen brings me their answers with her anger held so tightly that her hands shake.",[],[]
fab_children.1501.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,171,Bring Saera before the Iron Throne.,[],[]
fab_children.1502.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,173,Like Aegon and Maegor,[],[]
fab_children.1502.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,174,"[saera.GetFirstName] denies nothing. Braxton Beesbury, Jonah Mooton, and Roy Connington have all been her lovers. When I demand to know which man she means to wed, she smiles and offers to take all three, as Aegon the Conqueror took two wives. Then she invokes Maegor as well, and the name empties the hall of sound. I hear my daughter set her appetites beside a conqueror's, and something in me goes very quiet. Across the hall Alysanne's eyes find mine. She is asking me not to say the thing I am about to say.",[],[]
fab_children.1502.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,175,Confine her. I will judge every culprit.,[],[]
fab_children.1502.b,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,176,She is the blood of the dragon. I will hear no more of this.,[],[]
fab_children.1503.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,178,The Dragonpit Door,[],[]
fab_children.1503.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,179,"Confinement holds [saera.GetFirstName] less than a night. She slips her guards, crosses the city, and is taken at the doors of the Dragonpit. Whether she meant to claim a dragon or only to frighten me, I cannot know. I know what a dragon in her present temper would make of a family disgrace. I have her locked high in a tower under constant guard. The men who shared her sport will face judgment below.",[],[]
fab_children.1503.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,180,No more evasions. I will pass sentence.,[],[]
fab_children.1507.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,182,Judgment upon Five,[],[]
fab_children.1507.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,183,"Jonah Mooton accepts marriage to Perianne Moore and the work of making something honorable out of their folly. Roy Connington is offered the Wall or ten years across the narrow sea, and chooses exile. Alys Turnberry will go to a motherhouse until her child is born. Only Braxton Beesbury refuses every mercy. The Stinger demands trial by combat, certain that youth and strength and a morningstar will shame whatever grey champion I put in front of him.",[],[]
fab_children.1507.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,184,The others have their sentences. Bring Beesbury before me.,[],[]
fab_children.1508.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,186,This Old Man,[],[]
fab_children.1508.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,187,"Braxton stands before the throne in polished armor, his arrogance untouched by chains. “Then I choose trial by combat. Which of these old men do you mean for me to fight?” I am down the steps before any of my Kingsguard can answer him. Behind him, [saera.GetFirstName] is staring at me as though she has never seen her father before.",[],[]
fab_children.1508.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,188,This old man. The one whose daughter you seduced and despoiled.,[],[]
fab_children.1509.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,190,Blackfyre and the Morningstar,[],[]
fab_children.1509.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,191,"We meet in full armor with our shields up. He carries a morningstar and all the strength of nineteen years. I carry Blackfyre and the patience of a man who has outlived a war, a rebellion, and most of the people he began with. He comes at me the moment the herald steps back, hammering iron against my shield, certain that age must give way if it is struck often enough. I give ground. I let him spend pride as though it were strength. Then I begin to press forward.",[],[]
fab_children.1509.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,192,Then the Warrior judges between us.,[],[]
fab_children.1511.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,194,The Stinger's Last Breath,[],[]
fab_children.1511.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,195,"His blows slow. The shield sags, the morningstar drags at his arm, and when he stumbles Blackfyre's point finds the narrow opening of his visor. The yard is silent before the body has finished settling. My daughter does not look away, and neither do I. Afterward I give the order that sends [saera.GetFirstName] to Oldtown, where prayer and discipline may do what my anger cannot.",[],[]
fab_children.1511.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,196,The Silent Sisters will receive her.,[],[]
fab_children.1513.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,198,The Old Man Yields,[],[]
fab_children.1513.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,199,"The Stinger's morningstar breaks my guard and puts me down in the dirt. The yard erupts before the Kingsguard can close around us. By the law I invoked myself, Braxton Beesbury has proved his innocence before gods and men. By every face in that yard, he has also wounded the crown. I will not have him murdered for winning a trial I demanded. Saera must still go from this court before her defiance finishes what is left of my family.",[],[]
fab_children.1513.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,200,Honor the trial. Then Saera goes to Oldtown.,[],[]
fab_children.1514.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,202,The Motherhouse at Oldtown,[],[]
fab_children.1514.desc.maegelle,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,203,"[maegelle.GetFirstName] writes from Oldtown. [saera.GetFirstName]'s silks have been taken, her hair shorn, her days divided among prayer, silence, rough cloth, and humble labor. Maegelle does not pretend her sister has embraced any of it. She asks me for patience and promises to instruct Saera herself. My gentle daughter has made peace between Alysanne and me before now.",[],[]
fab_children.1514.desc.fallback,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,204,"The motherhouse writes from Oldtown. [saera.GetFirstName]'s silks have been taken, her hair shorn, her days divided among prayer, silence, rough cloth, and humble labor. The septas do not pretend she has embraced any of it. They ask me for patience, and I grant it, though every report says my daughter studies doors and walls more diligently than scripture.",[],[]
fab_children.1514.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,205,"Firm, then. Never cruel. I have seen what cruelty makes of my blood.",[],[]
fab_children.1515.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,207,A Ship Bound for Lys,[],[]
fab_children.1515.desc.holder,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,208,"After a year and a half the motherhouse finds an empty bed and a novice's robe left folded on it. [saera.GetFirstName] has gone from Oldtown, taken ship, and crossed the narrow sea to Lys, where she now lives under [lys_ruler.GetTitledFirstName]'s peace. She has traded prayer for a pleasure garden and my judgment for her own keeping. I send men to search docks she left weeks ago. It is something to do with my hands.",[],[]
fab_children.1515.desc.fallback,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,209,"After a year and a half the motherhouse finds an empty bed and a novice's robe left folded on it. [saera.GetFirstName] has gone from Oldtown, taken ship, and crossed the narrow sea to Lys. She has traded prayer for a pleasure garden and my judgment for her own keeping. I send men to search docks she left weeks ago. It is something to do with my hands.",[],[]
fab_children.1515.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,210,"For now, the narrow sea stands between us.",[],[]
fab_children.1504.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,212,The Daughter I Will Not Name,[],[]
fab_children.1504.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,213,"Years pass. [saera.GetFirstName] leaves Lys for Volantis, grows rich, and comes to keep a house grander than many lords possess. When someone asks whether I will call her home, I answer that I have no daughter in Volantis. The court is satisfied with that. I am not, and I can still remember fastening her cloak for her when she was too small to manage the clasp.",[],[]
fab_children.1504.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,214,I will not send for her.,[],[]
fab_children.1505.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,216,A Letter from Volantis,[],[]
fab_children.1505.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,217,"I know [saera.GetFirstName]'s hand before I break the seal. The letter comes from Volantis, written by a woman who owns her own house and asks me for neither coin nor rescue. She does not excuse what passed between us, and neither do I. She asks one thing only: whether a daughter may cross the sea and speak with her father, without chains or vows or old accusations waiting for her at the quay.",[],[]
fab_children.1505.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,218,Tell her there will be no chains on the quay.,[],[]
fab_children.1505.b,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,219,I cannot reopen that wound.,[],[]
fab_children.1600.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,221,Gael's Secret,[],[]
fab_children.1600.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,222,"[gael.GetFirstName] keeps out of my sight and away from the household, and has done for a turn of the moon. A traveling singer has left court without taking his leave of anyone, and the servants have begun counting months on their fingers. I have learned what silence can cost this family.",[],[]
fab_children.1600.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,223,Gently. She is not to be frightened.,[],[]
fab_children.1601.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,225,The Child Who Never Cried,[],[]
fab_children.1601.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,226,"Grief has hollowed [gael.GetFirstName] out. The singer left her with a child. The child came too early and never cried. There was no name given and no septon called, because to call one would have been to tell the realm. She has carried all of it alone, certain that shame was the only answer she would get if she asked for help. I tell her she is not alone. I cannot tell whether the words reach her.",[],[]
fab_children.1601.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,227,She is not to be left alone. Not for an hour.,[],[]
fab_children.1602.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,229,Blackwater Bay,[],[]
fab_children.1602.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,230,"[gael.GetFirstName] is standing where the black water folds around her feet when I reach the shore. She looks back once, not startled, only tired, and walks on. I call her name. I am still calling it when the tide takes her out of sight. The Faith has no gentle word for what she has done. It will not be said over her while I draw breath.",[],[]
fab_children.1602.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,231,I am too late.,[],[]
fab_children.1603.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,233,Found Before the Water,[],[]
fab_children.1603.desc.alysanne,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,234,"I follow [alysanne.GetFirstName] down to the shore and we reach [gael.GetFirstName] before the tide can have her. Our daughter breaks in her mother's arms and speaks at last of the singer, of the lost babe, of the shame that walked her down to the water. We take her home between us.",[],[]
fab_children.1603.desc.jaehaerys,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,235,"[gael.GetFirstName] is knee-deep in it when I reach the shore, and the tide does not get her. My daughter breaks in my arms and speaks at last of the singer, of the lost babe, of the shame that walked her down to the water. I carry her back up the strand myself.",[],[]
fab_children.1603.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,236,"Come away from the water, sweetling.",[],[]
fab_children.2000.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,238,A Crown without an Heir,[],[]
fab_children.2000.desc,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,239,"Baelon is scarcely buried before the petitions reach the Red Keep. One letter argues for the senior branch, another for the nearest living man, a third for age and proven service. Lords who agree on nothing else agree that delay will harden every preference into a faction. I have spent a reign closing the wounds left by disputed crowns. I will not leave a fresh one under my shroud.",[],[]
fab_children.2000.a.vaegon,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,240,Summon Vaegon and hear his counsel.,[],[]
fab_children.2000.a.citadel,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,241,Send to the Citadel and hear its Seneschal.,[],[]
fab_children.2000.a.maester,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,242,Summon [council_maester.GetFirstName] and hear [council_maester.GetHerHis] counsel.,[],[]
fab_children.2000.a.council,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,243,Hear the counsel of the most learned men in Westeros.,[],[]
fab_children.2000.b,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,244,The choice is mine. I will name an heir now.,[],[]
fab_children.2002.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,246,A Harder Answer,[],[]
fab_children.2002.t.vaegon,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,247,The Archmaester's Answer,[],[]
fab_children.2002.t.citadel,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,248,The Seneschal's Answer,[],[]
fab_children.2002.t.grand_maester,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,249,The Grand Maester's Answer,[],[]
fab_children.2002.t.maester,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,250,The Maester's Answer,[],[]
fab_children.2002.desc.vaegon,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,251,"[vaegon.GetFirstName] returns from the Citadel in a maester's robes, leaner and greyer and no freer with courtesy than the day he left. I set the rival claims before him and ask which name will keep the peace. My son refuses to give me one. “Let the lords decide,” he says. Not a council of flatterers in my chamber, but every lord with a claim and every lord sworn to judge it. The realm may accept from its own assembled voice what it would resist from an old king's grief.",[],[]
fab_children.2002.desc.citadel,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,252,"The Citadel sends its Seneschal. [council_maester.GetFirstName] comes up from Oldtown with the road still on [council_maester.GetHerHis] robes and spends no more courtesy on a king than the chain requires. I set the rival claims before [council_maester.GetHerHim] and ask which name will keep the peace. The answer is that there is no name to give. “Let the lords decide,” [council_maester.GetSheHe] says. Not a council of flatterers in my chamber, but every lord with a claim and every lord sworn to judge it. The realm may accept from its own assembled voice what it would resist from an old king's grief.",[],[]
fab_children.2002.desc.grand_maester,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,253,"I put the question to the Grand Maester, who has kept the ravens and the ledgers of this reign. [council_maester.GetFirstName] weighs the rival claims a long while and then declines to give me a name at all. “Let the lords decide,” [council_maester.GetSheHe] says. Not a council of flatterers in my chamber, but every lord with a claim and every lord sworn to judge it. The realm may accept from its own assembled voice what it would resist from an old king's grief.",[],[]
fab_children.2002.desc.maester,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,254,"I put the question to a maester of my court. [council_maester.GetFirstName] hears the rival claims out to the end and then declines to give me a name at all. “Let the lords decide,” [council_maester.GetSheHe] says. Not a council of flatterers in my chamber, but every lord with a claim and every lord sworn to judge it. The realm may accept from its own assembled voice what it would resist from an old king's grief.",[],[]
fab_children.2002.desc.fallback,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,255,"My councillors lay the rival claims across the table until there is more ink than wood in front of us, and no name among them promises peace. At last one of them offers a harder answer: let every lord with a claim be heard, and let the assembled realm judge among them. The lords may accept from their own gathered voice what they would resist from an old king's grief.",[],[]
fab_children.2002.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,256,Then I will summon a Great Council.,[],[]
fab_children.2002.b,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,257,No. I will not surrender the judgment of my house to lesser lords.,[],[]
fab_children.2003.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,259,The Road to Harrenhal,[],[]
fab_children.2003.desc.holder,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,260,"I choose Harrenhal, where [harrenhal_lord.GetTitledFirstName] can house more claimants than any living lord should wish to meet at once. Ravens go out from the Red Keep in every direction. For half a year the roads fill with banners, wagons, sworn swords, petitioners, hedge lords, and princely entourages. More than five hundred may sleep within the walls; twice that number will raise tents beneath the black towers. I stay in King's Landing. If the council is to speak freely, it must not mistake my presence for an answer.",[],[]
fab_children.2003.desc.fallback,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,261,"I choose Harrenhal, whose ruined halls can house more claimants than any living lord should wish to meet at once. Ravens go out from the Red Keep in every direction. For half a year the roads fill with banners, wagons, sworn swords, petitioners, hedge lords, and princely entourages. More than five hundred may sleep within the walls; twice that number will raise tents beneath the black towers. I stay in King's Landing. If the council is to speak freely, it must not mistake my presence for an answer.",[],[]
fab_children.2003.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,262,"Summon them to Harrenhal. Every claimant, and every lord sworn to judge one.",[],[]
fab_children.2004.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,264,The Claims at Harrenhal,[],[]
fab_children.2004.desc.three,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,265,"Dispatches from Harrenhal arrive in bundles thick enough to bend a maester's back. The claims of [heir_candidate_1.GetTitledFirstName], [heir_candidate_2.GetTitledFirstName], and [heir_candidate_3.GetTitledFirstName] are among those getting a serious hearing, but no two letters agree on what ought to matter most. Lord Baratheon writes that the elder branch cannot be passed over without unmaking every inheritance in the Stormlands. Lord Hightower answers that no woman has ever sat the Iron Throne and none ever should. A Blackwood and a Bracken have found the same side of the question, which unsettles me more than the quarrel did. I stay in King's Landing and read every name that survives them.",[],[]
fab_children.2004.desc.two,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,266,"Dispatches from Harrenhal arrive in bundles thick enough to bend a maester's back. The claims of [heir_candidate_1.GetTitledFirstName] and [heir_candidate_2.GetTitledFirstName] are getting a serious hearing, but no two letters agree on what ought to matter most. Lord Baratheon writes that the elder branch cannot be passed over without unmaking every inheritance in the Stormlands. Lord Hightower answers that no woman has ever sat the Iron Throne and none ever should. A Blackwood and a Bracken have found the same side of the question, which unsettles me more than the quarrel did. I stay in King's Landing and read every name that survives them.",[],[]
fab_children.2004.desc.one,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,267,"Dispatches from Harrenhal arrive in bundles thick enough to bend a maester's back. [heir_candidate_1.GetTitledFirstName] stands foremost among the living claims, and even one name sets Storm’s End against Oldtown, and a Blackwood agreeing with a Bracken for the first time in three hundred years. I stay in King's Landing and read every argument the council sends me.",[],[]
fab_children.2004.a,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,268,Send me the surviving claims.,[],[]
fab_children.2005.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,270,The Claims before Me,[],[]
fab_children.2005.desc.council,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,271,"The sealed judgments are opened in front of me. Arguments, tallies, warnings, names, and one septon’s letter begging me to remember that the Father judges kings last and hardest. Everything except a law that might have spared me the act itself. Deaths, marriages, vows, and choices made across my whole reign have shaped a family no maester's diagram reduces to a rule. The council has spoken. I must put a living face beneath the words #italic heir to the Iron Throne#!.",[],[]
fab_children.2005.desc.fallback,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,272,"I have refused myself the shelter of a council. The living claims are brought to me bare, with no tally to divide the blame afterward. I must put a living face beneath the words #italic heir to the Iron Throne#!, and the choice will be mine, and so will every grievance it makes.",[],[]
fab_children.2007.t,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,274,The Living Claims,[],[]
fab_children.2007.desc.aemon,localization/english/sotd/agot_sotd_jaehaerys_children_l_english.yml,275,Aemon's death has left more than an empty chair. I have the living members of House Targaryen brought before me one at a time. A pedigree can trace a right through the dead. Only the living can inherit. I mean to look at each of them before I choose.,[],[]
